,Unnamed: 0,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,cleaned_desc
5148,5148,5383,23224,Meg Cabot,Darkest Hour,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187645l/23224.jpg,4.16,28104,"paranormal, fantasy",nineteenth century ghost maria de silva wakes middle night suze knows ordinary visitation knife throat either life maria fiance jesse jesse murdered hundred fifty years before jesse suze love with maria threatens suze backyard construction must cease suze pretty good idea rather maria want found solving jesse s murder suze end losing forever
5149,5149,5384,10767466,Kate Beaton,Hark! A Vagrant,https://images.gr-assets.com/books/1327877328l/10767466.jpg,4.27,20587,"comics, history",featured twenty best of lists including time amazon e publishers weekly hark vagrant uproarious romp history literature seen sharp contemporary lens new yorker cartoonist comics sensation kate beaton era tome emerges unscathed beaton rightly skewers western world s revolutionaries leaders sycophants suffragists equally honing wit hapless heroes heroines villains best loved fiction deftly points really happened brahms fell asleep listening liszt world s first hipsters obviously incroyables merveilleuses eighteenth century france susan b anthony is course samantha polite banality canadian culture never gets old hark vagrant features sexy batman true stories behind classic nancy drew covers queen elizabeth albatross 500 000 unique monthly visitors harkavagrant com already know one turns ironic absurdities history literature comedic fodder hilariously beaton
5150,5150,5385,16059,Ann Packer,The Dive From Clausen's Pier,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390408629l/16059.jpg,3.41,18445,"fiction, contemporary",fiance mike left paralyzed following tragic accident carrie bell begins question familiar world everyday life wisconsin relationships sets rediscover identity
5151,5151,5386,53061,"Thomas Mann, Michael Henry Heim, Michael Cunningham",Der Tod in Venedig,https://images.gr-assets.com/books/1410132000l/53061.jpg,3.73,17168,"classics, fiction",world famous masterpiece nobel laureate thomas mann new translation michael henry heim published eve world war i decade buddenbrooks established thomas mann literary celebrity death venice tells story gustav von aschenbach successful aging writer follows wanderlust venice search spiritual fulfillment instead leads erotic doom decaying city besieged unnamed epidemic becomes obsessed exquisite polish boy tadzio it story voluptuousness doom mann wrote but problem especially mind artist s dignity
5152,5152,5387,206731,"Sogyal Rinpoche, Andrew Harvey",The Tibetan Book of Living and Dying,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440341532l/206731._SY475_.jpg,4.22,17170,"philosophy, spirituality",acclaimed spiritual masterpiece widely regarded one complete authoritative presentations tibetan buddhist teachings ever written manual life death magnificent source sacred inspiration heart tibetan tradition tibetan book living dying provides lucid inspiring introduction practice meditation nature mind karma rebirth compassionate love care dying trials rewards spiritual path
5153,5153,5388,7973,Orson Scott Card,Enchantment,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388707953l/7973.jpg,3.89,21889,"fantasy, fiction",one popular contemporary authors science fiction follows one man ninthcentury russia presentday america struggles rescue princess kingdom find true love overcome blackest evil repirnt
5154,5154,5389,175516,Edgar Allan Poe,The Fall of the House of Usher ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387708966l/175516.jpg,3.92,26468,"classics, horror",fall house usher edgar allan poe
5155,5155,5390,4415692,D.J. MacHale,The Soldiers of Halla,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348127337l/4415692.jpg,4.27,19502,"fantasy, fiction",nine bestselling books nine treacherous territories leading this every victory every loss thrills disappointments hope despair every moment bobby pendragons heart pounding journey time space brought epic showdown fellow travelers must join forces one last desperate battle saint dane every question answered every truth revealed stake tenth final territory ever be everywhere war halla final battle begun
5156,5156,5391,301022,E. Lockhart,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",https://images.gr-assets.com/books/1342343845l/301022.jpg,3.49,22687,"contemporary, fiction",seattle fifteen year old named ruby oliver explains reasons recent panic attacks including breaking boyfriend losing girlfriends tensions performance artist mother father more reprint
5157,5157,5392,5872,Pat Barker,Regeneration,https://images.gr-assets.com/books/1365925619l/5872.jpg,4.03,17126,"fiction, history",regenerationpat barker
5158,5158,5393,18668485,Veronica Roth,Four: The Initiate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406901205l/18668485.jpg,4.2,15505,"fiction, fantasy",complete divergent library four stories fans divergent series 1 new york times bestselling author veronica roth delighted four initiate second four stories fifty seventy five pages long set world divergent told tobias s point view the initiate provides readers glimpse tobias s dauntless initiation experience including epic game late night dare first tattoo beginning passion training new initiates nascent understanding danger divergent
5159,5159,5394,133729,Michael J. Fox,Lucky Man,https://images.gr-assets.com/books/1398617130l/133729.jpg,4.06,16862,"memoir, nonfiction",popular actor recounts childhood western canada rise film television diagnosis parkinson s disease worked raise awareness disease find cure
5160,5160,5395,17645,Margaret Atwood,The Penelopiad,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442806554l/17645._SY475_.jpg,3.66,21731,"fiction, fantasy",penelopiadmargaret atwood
5161,5161,5396,6390031,"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",The Improbable Adventures of Sherlock Holmes,https://images.gr-assets.com/books/1391343317l/6390031.jpg,4.37,16405,"mystery, fantasy",improbable adventures sherlock holmesjohn joseph adams robert j sawyer stephen king michael moorcock sharyn mccrumb stephen baxter anne perry barbara hambly tanith lee neil gaiman rob rogers naomi novik anthony burgess dominic green laurie r king barbara roden peter tremayne tim lebbon bradley h sinor edward d hoch vonda n mcintyre darrell schweitzer mary robinette kowal h paul jeffers geoffrey a landis amy myers tony pi chris roberson mark valentine
5162,5162,5397,192341,Gigi Levangie Grazer,The Starter Wife,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442885286l/192341._SY475_.jpg,3.51,17173,"fiction, romance",starter wifegigi levangie grazer
5163,5163,5398,167010,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean","Fables, Volume 2: Animal Farm",https://images.gr-assets.com/books/1364233122l/167010.jpg,4.12,23951,"comics, fantasy",follows adventures storybook nursery rhyme characters live side by side humans
5164,5164,5399,464260,"James     Baldwin, Kıvanç Güney",The Fire Next Time,https://images.gr-assets.com/books/1488825618l/464260.jpg,4.45,19816,"nonfiction, classics",powerful evocation childhood harlem helped galvanize early days civil rights movement examines deep consequences racial injustice individual body politic reissue 20 000 first printing
5165,5165,5400,191117,Mo Willems,Don't Let the Pigeon Stay Up Late!,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439773391l/191117._SX318_.jpg,4.35,25532,"fiction, fantasy",let pigeon stay late mo willems
5166,5166,5401,22358,"Grant Morrison, Frank Quitely",We3,https://images.gr-assets.com/books/1336056522l/22358.jpg,3.95,18822,"comics, fiction",trio enhanced pets threatened dismantled run world relentlessly pursued armed firepower battalion memory somewhere called home
5167,5167,5402,93731,Meg Cabot,Princess in Pink,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266470711l/93731.jpg,3.69,27057,"romance, contemporary",series humorous diary entries high school freshman and genovian princess mia records efforts get reluctant boyfriend take prom
5168,5168,5403,2051840,Ellen Schreiber,"The Coffin Club (Vampire Kisses, #5)",https://images.gr-assets.com/books/1306605099l/2051840.jpg,4.06,22257,"paranormal, romance",tough love struck raven imagine what s keeping nocturnal boyfriend returning dullsville there s one thing dofind alexander along way raven can t resist spot feels home coffin club stumbles upon secret door club descends dim catacombto hidden hangout house drink happens type b drawn one shadowy members raven suspects head exploring covert club tempting even coming face to face alexander s trouble stirring enemy raven delve underworld unbeknownst alexanderand also solve mystery true love s secrecy ellen schreiber s sizzling vampire kisses series continues darkest installment yet
5169,5169,5404,11376,Sinclair Lewis,Main Street,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308953459l/11376.jpg,3.75,19040,"classics, fiction",main streetsinclair lewis
5170,5170,5405,20829994,"Rick Riordan, John Rocco",Percy Jackson's Greek Gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437455100l/20829994._SX318_.jpg,4.51,24718,"fantasy, fiction",publisher new york asked write know greek gods like anonymously need olympians mad again helps know greek gods survive encounter ever show face guess writing good deed week begins percy jackson s greek gods son poseidon adds magic and sarcastic asides to classics explains world created gives readers personal take who s ancients apollo zeus percy hold back if like horror shows blood baths lying stealing backstabbing cannibalism read on definitely golden age that novel sized paperback complete insert full color illustrations caldecott honoree john rocco portable friendly ideal way introduce young readers classic stories praise percy jackson s greek gods percy s gift great secret breathe new life gods closest attention paid olympians riordan sure touch comes fitting much small space as rocco s artwork smokes writhes page hit lightning the inevitable go to percy s legions fans want stories behind stories kirkus reviews the age old stories endlessly strong resonant surprising telling fresh irreverent amusing percy s voice john rocco illustrates myths drama verve clarity must have addition percy jackson canon booklist online combining sarcasm wit percy jackson original greek myths great way hook tweens teens stories without boring them beautiful illustrations john rocco enhance story voya
5171,5171,5406,16178,Catherine Gilbert Murdock,Dairy Queen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570323194l/16178._SY475_.jpg,3.73,23306,"sports, contemporary",spending summer running family farm training quarterback school s rival football team sixteen year old d j decides go sport herself anticipating reactions around her reprint 100 000 first printing
5172,5172,5407,10756240,Michael Chabon,Telegraph Avenue,https://images.gr-assets.com/books/1335716595l/10756240.jpg,3.36,15614,"fiction, music",michael chabon bestselling author the amazing adventures kavalier clay first novel five years lovingly painted pop culture epic one street two families summer 2004 draws close archy stallings nat jaffe still hanging there longtime friends band mates co regents brokeland records wives gwen shanks aviva roth jaffe berkeley birth partners pair semi legendary nurse midwives former star quarterback gibson goode announces plans go forward construction latest dogpile megastore telegraph avenue nat archy fear worst vulnerable little enterprise behind goode s announcement nefarious story lurks husbands struggle mount defence aviva gwen also find caught professional struggle tests limits friendship and simultaneously already tangled lives comes titus joyner teenaged son archy never acknowledged intimate epic set funky beat classic vinyl soul jazz pulsing virtuosic pyrotechnical style own telegraph avenue michael chabon s dazzling book yet
5173,5173,5408,5764902,Karin Slaughter,Genesis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388843741l/5764902.jpg,4.24,17871,"mystery, thriller",severely wounded young woman brought emergency room sara linton finds drawn back world violence terror woman hit car but naked brutalised clear prey twisted mind special agent trent criminal investigation team returns scene accident stumbles torture chamber buried deep beneath earth hidden house horror reveals ghastly truth sara s patient first victim sick sadistic killer
5174,5174,5409,23014670,Erika Swyler,The Book of Speculation,https://images.gr-assets.com/books/1422476749l/23014670.jpg,3.59,17345,"fiction, fantasy",book speculationerika swyler
5175,5175,5410,6726595,Laurell K. Hamilton,Flirt,https://images.gr-assets.com/books/1310494369l/6726595.jpg,3.7,26325,"paranormal, fantasy",flirtlaurell k hamilton
5176,5176,5411,59825,Nora Roberts,Inner Harbor (Chesapeake Bay Saga #3),https://images.gr-assets.com/books/1399120297l/59825.jpg,4.16,23833,"romance, contemporary",conclusion trilogy beginning sea swept philip quinn s bond adopted brother seth threatened young woman troubling secret
5177,5177,5412,6559316,Christopher Moore,Bite Me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440562965l/6559316._SY475_.jpg,3.85,20914,"fiction, fantasy",bite mechristopher moore
5178,5178,5413,228765,Frederick Franck,Zen of Seeing: Seeing/Drawing as Meditation,https://images.gr-assets.com/books/1403191163l/228765.jpg,3.92,14748,"art, philosophy",dutch artist offers concept seeing drawing discipline world may rediscovered way experiencing zen
5179,5179,5414,147843,Kristen Britain,Green Rider,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386749176l/147843.jpg,4.09,24006,"fantasy, fiction",young woman fleeing life learns fact chosen deliver important magical message reprint
5180,5180,5415,61942,Anne McCaffrey,The Dragonriders of Pern,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348984331l/61942.jpg,4.22,18896,"fantasy, fiction",volume includes first three books popular science fiction dragonriders pern series dragonflight dragonquest white dragon
5181,5181,5416,18079683,Helen Oyeyemi,"Boy, Snow, Bird",https://images.gr-assets.com/books/1391384454l/18079683.jpg,3.34,17667,"fiction, contemporary",modern reimagining snow white fairy tale follows experiences woman marries mid 20th century massachusetts single father succumbs vanity birth baby reveals husband light skinned african american award winning author white witching
5182,5182,5417,64860,Sue Grafton,E Is for Evidence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390789160l/64860.jpg,3.88,24206,"mystery, fiction",e evidencesue grafton
5183,5183,5418,9628743,David  Brooks,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348711254l/9628743.jpg,3.83,15378,"psychology, nonfiction",influential new york times columnist best selling author bobos paradise comes landmark exploration human beings communities succeed reprint 1 best seller
5184,5184,5419,7140754,Ian McEwan,Solar,https://images.gr-assets.com/books/1320510358l/7140754.jpg,3.23,17333,"fiction, contemporary",solarian mcewan
5185,5185,5420,61539,Thomas S. Kuhn,The Structure of Scientific Revolutions,https://images.gr-assets.com/books/1396422530l/61539.jpg,3.98,15950,"history, nonfiction",good book may power change way see world great book actually becomes part daily consciousness pervading thinking point take granted forget provocative challenging ideas wereand still are structure scientific revolutions kind book first published 1962 landmark event history philosophy science fifty years later still many lessons teach structure scientific revolutions kuhn challenged long standing linear notions scientific progress arguing transformative ideas dont arise day to day gradual process experimentation data accumulation revolutions science breakthrough moments disrupt accepted thinking offer unanticipated ideas occur outside normal science called it though kuhn writing physics ruled sciences ideas scientific revolutions bring order anomalies amass time research experiments still instructive biotech age new edition kuhns essential work history science includes insightful introduction ian hacking clarifies terms popularized kuhn including paradigm incommensurability applies kuhns ideas science today usefully keyed separate sections book hackings introduction provides important background information well contemporary context newly designed expanded index edition eagerly welcomed next generation readers seeking understand history perspectives science
5186,5186,5421,44001,Andrea Levy,Small Island,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437256773l/44001._SY475_.jpg,3.89,17205,"fiction, contemporary",small island international bestseller orange prize fiction orange prize fiction best best whitbread novel award whitbread book year award commonwealth writers prize adapted screen coproduction bbc masterpiece wgbh boston hortense joseph arrives london jamaica 1948 life suitcase heart broken resolve intact husband gilbert joseph returns war expecting received hero finds status black man britain second class white landlady queenie raised farmer s daughter befriends gilbert later hortense innocence courage unexpected arrival husband bernard returns combat issues resolve told four voices small island courageous novel tender emotion sparkling wit crossings taken passages lost shattering compassion reckless optimism face insurmountable barriers in short encapsulation american experiences immigrant s life
5187,5187,5422,28220985,Louise Penny,A Great Reckoning,https://images.gr-assets.com/books/1457914582l/28220985.jpg,4.46,13563,"mystery, fiction",great reckoninglouise penny
5188,5188,5423,43327,Sidney Sheldon,The Sky is Falling,https://images.gr-assets.com/books/1353302273l/43327.jpg,3.54,15345,"fiction, thriller",winthrops america s royal family prince charming sexy charismatic gary winthrop man way becoming senate s brightest new star found murdered home the latest series incidents killed five members family single year one last people see gary winthrop alive washington anchorwoman dana evans makes mission investigate seemingly random tragedies little realizing search sweep across several continents place young son grave danger lead truth astound world
5189,5189,5425,30672,"Arthur Koestler, Daphne Hardy",Sonnenfinsternis,https://images.gr-assets.com/books/1290053535l/30672.jpg,4.06,16818,"history, philosophy",aging revolutionary imprisoned psychologically tortured party dedicated life recalls career embodies ironies betrayals totalitarian government
5190,5190,5426,8341567,Jaci Burton,The Perfect Play,https://images.gr-assets.com/books/1301853642l/8341567.jpg,3.93,31260,"romance, sports",national bestselling author riding night comes erotic story love games people play last thing event planner tara lincoln needs jet set lifestyle football pro like mick riley even though steamy passionate one night stand proved mick all star both field bedroom tara played game love lost big intend put again especially certified heartbreaker mick sets mind win nothing stop him perfect play mind catch sultry vixen
5191,5191,5427,763047,Jane Green,Straight Talking,https://images.gr-assets.com/books/1320399611l/763047.jpg,3.63,17917,"fiction, romance",navigating modern london dating scene television producer tasha three best friends contend empty relationships one night stands men commit
5192,5192,5428,112292,Jack Campbell,"Dauntless (The Lost Fleet, #1)",https://images.gr-assets.com/books/1309198180l/112292.jpg,3.93,19074,"fiction, fantasy",returning survival hibernation assuming command alliance fleet legendary hero captain john black jack geary must retrieve stolen syndic hypernet key save alliance destruction hands syndics original
5193,5193,5429,61886,Lois McMaster Bujold,The Curse of Chalion,https://images.gr-assets.com/books/1322571773l/61886.jpg,4.16,21007,"fantasy, fiction",man broken body spirit cazaril returns noble household served page named secretary tutor beautiful strong willed sister impetuous boy next line rule assignment cazaril dreads must ultimately lead place fears royal court cardegoss powerful enemies placed chains occupy lofty positions traitorous intrigues villains threaten cazaril royesse iselle here sinister curse hangs like sword entire blighted house chalion employing darkest forbidden magics cazaril hope protect royal charge act mark tool miraculous trap lethal maze demonic paradox
5194,5194,5430,80534,Elizabeth Flock,Me & Emma,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388360733l/80534.jpg,3.9,16975,"fiction, contemporary",emmaelizabeth flock
5195,5195,5431,114187,Nora Roberts,"Chesapeake Blue (Chesapeake Bay Saga, #4)",https://images.gr-assets.com/books/1304979355l/114187.jpg,4.17,23925,"romance, contemporary",nora roberts returns chesapeake bay beloved quinn family long awaited conclusion breathtaking drama began sea swept rising tides inner harbor
5196,5196,5432,6472451,Malinda Lo,Ash,https://images.gr-assets.com/books/1286563960l/6472451.jpg,3.62,14513,"fantasy, romance",cinderella retold wake father s death ash left mercy cruel stepmother consumed grief joy comes light dying hearth fire rereading fairy tales mother told her dreams someday fairies steal away said do meets dark dangerous fairy sidhean believes wish may granted day ash meets kaisa king s huntress heart begins change instead chasing fairies ash learns hunt kaisa though friendship delicate new bloom reawakens ash s capacity love and desire live sidhean already claimed ash own must make choice fairy tale dreams true love entrancing empowering romantic ash connection life love solitude death transformation come even deepest grief
5197,5197,5433,6489529,Bernard Cornwell,The Burning Land,https://images.gr-assets.com/books/1328489431l/6489529.jpg,4.29,15373,"fiction, history",clash heroes kingdom born end ninth century king alfred wessex ill health heir still untested youth falls alfred s reluctant warlord uhtred outwit outbattle invading enemy danes led sword savage warrior harald bloodhair sweetness uhtred s victory soured tragedy forcing break saxon king joining vikings allied old friend ragnarand old foe haestenuhtred devises strategy invade conquer wessex itself fate different plans bernard cornwell s burning land irresistible new chapter epic story birth england legendary king made possible
5198,5198,5434,199687,Megan McCafferty,"Second Helpings (Jessica Darling, #2)",https://images.gr-assets.com/books/1388707744l/199687.jpg,4.08,23180,"fiction, romance",sequel sloppy firsts jessica darkling senior pineville high struggles cope enigmatic marcus flutie flighty best friend hope offensive fellow classmates tries get life back order time go college original
5199,5199,5435,134360,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",Diane Arbus: An Aperture Monograph,https://images.gr-assets.com/books/1312051661l/134360.jpg,4,14769,"art, nonfiction",25th anniversary edition celebrates one important photographic books history work single artist every image printed new 300 line screen duotone film bringing reproductions clarity brilliance unattainable before
5200,5200,5436,253106,Carolyn Mackler,"The Earth, My Butt, and Other Big Round Things",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405148355l/253106.jpg,3.77,21129,"fiction, contemporary",earth butt big round thingscarolyn mackler
5201,5201,5437,12194,Joseph Conrad,Lord Jim,https://images.gr-assets.com/books/1372366969l/12194.jpg,3.61,19113,"classics, fiction",lord jimjoseph conrad
5202,5202,5438,225545,Leo Lionni,A Color of His Own,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924526l/225545.jpg,4.25,17617,"fiction, art",color ownleo lionni
5203,5203,5439,79257,Neil Gaiman,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,https://images.gr-assets.com/books/1328797053l/79257.jpg,4.31,18015,"biography, fiction",adds much extra information hitchhiker trilogy including previously unpublished radio show excerpts profile douglas adams
5204,5204,5440,542752,Andrew Clements,Things Not Seen,https://images.gr-assets.com/books/1327910708l/542752.jpg,3.88,21478,"fiction, fantasy",fifteen year old bobby wakes finds invisible parents new blind friend alicia try find caused condition reverse it
5205,5205,5441,19747756,"Frank E. Peretti, Ted Dekker",House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387734068l/19747756.jpg,3.6,17813,"fiction, christian",two stranded couples find shelter inn find trapped game rules setting life or death situation
5206,5206,5442,13638125,"V.E. Schwab, Victoria Schwab",Vicious,https://images.gr-assets.com/books/1362495700l/13638125.jpg,4.25,23613,"fantasy, paranormal",viciousv e schwab victoria schwab
5207,5207,5443,41706,Clive Cussler,Raise the Titanic!,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439783780l/41706._SY475_.jpg,3.96,18945,"fiction, thriller",two russian spies violent hurricane hinder dirk pitt s herculean efforts raise r m s titanic thereby salvage world s supply rare metal needed secret american defense system reissue
5208,5208,5444,45432,Eoin Colfer,The Supernaturalist,https://images.gr-assets.com/books/1233460677l/45432.jpg,3.85,23010,"fantasy, fiction",future place called satelite city fourteen year old cosmo hill enters world unwanted parents he s sent clarissa frayne institute parentally challenged boys freight class clarissa frayne boys put work state testing highly dangerous products end days covered burns bruises sores cosmo realizes escape die so called orphanage moment finally comes cosmo seizes chance breaks help supernaturalists motley crew kids special ability cosmo they see supernatural parasites creatures feed life force humans supernaturalists patrol city night hunting parasites hopes saving what s left humanity satellite city think supernaturalist soon find caught web far complicated they d imagined discover horrifying secret force question everything believe in eoin colfer created eerie captivating world part blade runner part futuristic dickens replete non stop action
5209,5209,5445,199782,Meg Cabot,Queen of Babble in the Big City,https://images.gr-assets.com/books/1407106698l/199782.jpg,3.77,24000,"romance, fiction",queen babble big citymeg cabot
5210,5210,5446,420404,Dr. Seuss,Yertle the Turtle (Classic Seuss),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347434226l/420404.jpg,4.13,24972,"fiction, classics",includes three humorous stories verse yertle turtle gertrude mcfuzz big brag
5211,5211,5448,19661,Rohinton Mistry,Family Matters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388279746l/19661.jpg,3.99,16790,"fiction, contemporary",family mattersrohinton mistry
5212,5212,5449,132900,Harvey Karp,The Happiest Baby on the Block,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387740973l/132900.jpg,3.92,13035,"nonfiction, psychology",pediatrician child development specialist combines medical research personal experience create four step plan soothing cranky infant
5213,5213,5450,20803962,"Penelope Douglas, Nelson Hobbs",Until You,https://images.gr-assets.com/books/1392309696l/20803962.jpg,4.36,16757,"romance, contemporary",youpenelope douglas nelson hobbs
5214,5214,5451,6765740,Dee Lestari,Perahu Kertas,https://images.gr-assets.com/books/1356225544l/6765740.jpg,3.94,13927,"romance, fiction",namanya kugy mungil pengkhayal dan berantakan dari benaknya mengalir untaian dongeng indah keenan belum pernah bertemu manusia seaneh itu namanya keenan cerdas artistik dan penuh kejutan dari tangannya mewujud lukisan lukisan magis kugy belum pernah bertemu manusia seajaib itu dan kini mereka berhadapan di antara hamparan misteri dan rintangan akankah dongeng dan lukisan itu bersatu akankah hati dan impian mereka bertemu mizan bentang novel indonesia
5215,5215,5452,1025250,Gordon Korman,Schooled,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439571775l/1025250._SY475_.jpg,3.82,20411,"fiction, contemporary",hippie grandmother ends hospital cap anderson forced leave commune homeschooled attend claverage middle school odd looks behavior make target bullies reprint
5216,5216,5453,13193855,"Dallas Hartwig, Melissa Hartwig",It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,https://images.gr-assets.com/books/1364140054l/13193855.jpg,4.09,13643,"nonfiction, cookbooks",imagine healthier ever thought possible starts food starts food outlines clear balanced sustainable plan change way eat foreverand transform life profound unexpected ways success story begins whole30 dallas melissa hartwigs powerful 30 day nutritional reset since 2009 underground whole30 program quietly led tens thousands people weight loss enhanced quality life healthier relationship foodaccompanied stunning improvements sleep energy levels mood self esteem significant many people reported magical elimination variety symptoms diseases conditions 30 days diabetes high cholesterol high blood pressure obesity acne eczema psoriasis chronic fatigue asthma sinus infections allergies migraines acid reflux crohns celiac disease ibs bipolar disorder depression lyme disease endometriosis pcos autism fibromyalgia adhd hypothyroidism arthritis multiple sclerosis now dallas melissa detail whole30 also why summarizing science simple accessible manner starts food reveals specific foods may negative effects look feel livein ways youd never associate diet important outline lifelong strategy eating good food one clear detailed action plan designed help create healthy metabolism heal digestive tract calm systemic inflammation put end unhealthy cravings habits relationships food infused hartwigs signature wit tough love common sense starts food based latest scientific research real life experience includes testimonials detailed shopping guide meal planning template meal map creative delicious recipes much more
5217,5217,5454,430968,Ted Kerasote,Merle's Door: Lessons from a Freethinking Dog,https://images.gr-assets.com/books/1310704047l/430968.jpg,4.18,14953,"nonfiction, memoir",merle s door lessons freethinking dogted kerasote
5218,5218,5455,141372,Gary Paulsen,Brian's Winter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438636861l/141372._SY475_.jpg,3.98,16861,"fiction, classics",instead rescued plane crash author s book hatchet story portrays would happened brian forced survive winter wilderness survival pack hatchet
5219,5219,5456,11208,Julia Alvarez,How the Garcia Girls Lost Their Accents ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922914l/11208.jpg,3.62,15231,"fiction, classics",forced flee native caribbean island attempted coup garcias carlos laura four daughters must learn new way life bronx trying cling old ways loved
5220,5220,5457,17558817,"J. Lynn, Jennifer L. Armentrout",Be with Me,https://images.gr-assets.com/books/1380210727l/17558817.jpg,4.15,32046,"romance, contemporary",mej lynn jennifer l armentrout
5221,5221,5458,372319,Louisa May Alcott,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347470247l/372319.jpg,3.8,23877,"classics, fiction",taking place ten years little men jo s boys turned out louisa may alcott third final book little women trilogy originally published 1886 two years ms alcott s death jo s boys follows lives young men readers came love cherish prequel it learn fates jo s sons rob teddy along boys plumfield estate school written classic alcott style see boys struggle overcome many flaws end learning life s lessons hard way march girls did boy must learn deal death love heartbreak consequences actions readers feel pain joy along side young man completes life journey fulfills dreams classic conclusion one america s beloved series louisa may alcott 1832 1888 one well known american novelists 19th century born november 29 1832 transcendentalist educator amos bronson alcott wife abigail may alcott second four sisters like jo literary corollary grew family encouraged sympathized abolitionist feminist leanings child received instruction noted literary figures henry david thoreau ralph waldo emerson margaret fuller nathaniel hawthorne family friends addition little women series included four novels wrote 28 works three pen name a m barnard though alcott chronic health problems later years likely attributed autoimmune disease continued write death 55 1888
5222,5222,5459,29430007,Harlan Coben,Home ,https://images.gr-assets.com/books/1458586751l/29430007.jpg,4.2,12183,"suspense, mystery",home harlan coben
5223,5223,5460,38502,Charles Bukowski,Notes of a Dirty Old Man,https://images.gr-assets.com/books/1329635507l/38502.jpg,3.99,15443,"fiction, poetry",notes dirty old mancharles bukowski
5224,5224,5461,13505130,"Jussi Adler-Olsen, K.E. Semmel",Fasandræberne,https://images.gr-assets.com/books/1336832005l/13505130.jpg,3.85,13479,"mystery, crime",detective carl mrck investigates twenty year old murders brother sister whose confessed killer may actually innocent case ties homeless woman powerful adversaries
5225,5225,5462,16171272,James McBride,The Good Lord Bird,https://images.gr-assets.com/books/1385349791l/16171272.jpg,3.75,14538,"fiction, history",good lord birdjames mcbride
5226,5226,5463,24963,Susan Cooper,Greenwitch,https://images.gr-assets.com/books/1347322295l/24963.jpg,4,21364,"fantasy, fiction",greenwitchsusan cooper
