,Unnamed: 0,book_id,isbn13,authors,original_title,average_rating,ratings_count,image_url
1856,1908,249,9780802131780.0,Henry Miller,Tropic of Cancer,3.71,45518,https://images.gr-assets.com/books/1408753140m/249.jpg
1861,1913,5306,9780142000700.0,John Steinbeck,Travels with Charley: In Search of America,4.07,45856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1869,1921,5015,9781400076190.0,Ian McEwan,Saturday,3.61,45567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1881,1933,7572,9781842430250.0,Tom Robbins,Even Cowgirls Get the Blues,3.74,40840,https://images.gr-assets.com/books/1336172455m/7572.jpg
1882,1934,6138,9780375757850.0,"Wilkie Collins, Carolyn G. Heilbrun",The Moonstone,3.9,50322,https://images.gr-assets.com/books/1403192382m/6138.jpg
1887,1939,6531,9780751530480.0,Patricia Cornwell,Point of Origin,4.02,48683,https://images.gr-assets.com/books/1399629118m/6531.jpg
1905,1959,5527,9780156004800.0,Robert Penn Warren,All the King’s Men,4.08,42821,https://images.gr-assets.com/books/1342193852m/5527.jpg
1906,1960,5452,9780553375930.0,Ann Brashares,Girls in Pants: The Third Summer of the Sisterhood,3.82,56485,https://images.gr-assets.com/books/1320473346m/5452.jpg
1926,1980,6539,9780425201440.0,Patricia Cornwell,The Body Farm,4.04,51115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1938,1993,5190,9780345435160.0,Elizabeth Berg,Open House,3.68,48639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1948,2003,9590,9780385333470.0,Kurt Vonnegut Jr.,"God Bless You, Mr Rosewater or Pearls before Swine",3.94,40353,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1983,2040,2152,9780452286540.0,Karen Joy Fowler,The Jane Austen Book Club,3.07,53128,https://images.gr-assets.com/books/1309282966m/2152.jpg
1988,2046,1375,9780147712550.0,"Homer, Robert Fagles, Bernard Knox",Ἰλιάς ; Ὀδύσσεια,4.03,47825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1990,2048,6882,9780061120660.0,Henri Charrière,Papillon,4.23,39073,https://images.gr-assets.com/books/1327865561m/6882.jpg
2012,2071,4985,9780385333500.0,Kurt Vonnegut Jr.,Welcome to the Monkey House,4.13,40071,https://images.gr-assets.com/books/1381107552m/4985.jpg
2014,2073,2279,9780671869200.0,David McCullough,Truman,4.15,53088,https://images.gr-assets.com/books/1364681969m/2279.jpg
2016,2075,7788,9780807218730.0,"Dr. Seuss, Various",The Cat in the Hat and Other Dr. Seuss Favorites,4.41,46279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2028,2089,6150,9780743261950.0,Alan Paton,"Cry, The Beloved Country",3.87,47389,https://images.gr-assets.com/books/1344182368m/6150.jpg
2030,2092,4268,9783426615360.0,Nick Hornby,How to Be Good,3.18,37497,https://images.gr-assets.com/books/1327935893m/4268.jpg
2053,2116,5038,9780765340740.0,Terry Goodkind,The Pillars of Creation,3.67,43424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2054,2117,4122,9780060566100.0,"James C. Collins, Jerry I. Porras",Built to Last: Successful Habits of Visionary Companies,3.98,39618,https://images.gr-assets.com/books/1412047084m/4122.jpg
2073,2137,5517,9780375508330.0,Lorraine Hansberry,A Raisin in the Sun,3.72,44237,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2082,2146,4912,9780006551810.0,Frank McCourt,Tis: A Memoir,3.66,40726,https://images.gr-assets.com/books/1375947803m/4912.jpg
2097,2161,5453,9780385729370.0,Ann Brashares,Forever in Blue: The Fourth Summer of the Sisterhood,3.8,56113,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2100,2165,9370,9781842430350.0,Tom Robbins,Skinny Legs and All,4.03,32991,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2104,2170,27,9780380713810.0,Bill Bryson,Neither Here Nor There: Travels in Europe,3.88,42170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2120,2186,4806,9780802714630.0,"Dava Sobel, Neil Armstrong",Longitude,3.95,38151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2142,2209,998,9780671015210.0,"Thomas J. Stanley, William D. Danko",The Millionaire Next Door: The Surprising Secrets of America's Wealthy,4.0,43937,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2145,2212,26,9780060920080.0,Bill Bryson,The Lost Continent: Travels in Small-Town America,3.83,40254,https://images.gr-assets.com/books/1404042682m/26.jpg
2148,2215,8248,9780060885410.0,"Laura Ingalls Wilder, Garth Williams",By the Shores of Silver Lake,4.16,51640,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2157,2227,431,9780143039840.0,"Paul Auster, Art Spiegelman",The New York Trilogy,3.92,34730,https://images.gr-assets.com/books/1386924429m/431.jpg
2159,2229,5114,9780316766940.0,J.D. Salinger,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction",4.11,36751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2160,2230,7455,9780446617680.0,Candace Bushnell,Sex and the City,3.37,39710,https://images.gr-assets.com/books/1344270731m/7455.jpg
2183,2254,1715,9780140447900.0,"Ovid, David Raeburn, Denis Feeney",Metamorphoses,4.03,42590,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2195,2266,6520,9781594481960.0,James Frey,My Friend Leonard,3.83,34996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2248,2323,2255,9781932073200.0,Dan Millman,Way of the Peaceful Warrior: A Book That Changes Lives,4.13,34136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2258,2335,9517,9780375714660.0,"Marjane Satrapi, Anjali Singh",Persepolis 2,4.23,45718,https://images.gr-assets.com/books/1327865598m/9517.jpg
2280,2357,1303,9780140280200.0,"Robert Greene, Joost Elffers",The 48 Laws of Power,4.18,37613,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2294,2371,2442,9780061020610.0,Terry Pratchett,Witches Abroad,4.2,47875,https://images.gr-assets.com/books/1403326937m/2442.jpg
2296,2373,117,9780441328000.0,Frank Herbert,Heretics of Dune,3.83,40415,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2303,2380,2715,9780142001620.0,Mark Kurlansky,Salt: A World History,3.73,39402,https://images.gr-assets.com/books/1414608893m/2715.jpg
2310,2388,3758,9780142002020.0,Ian Fleming,Casino Royale,3.73,39150,https://images.gr-assets.com/books/1497801490m/3758.jpg
2324,2403,4004,9780722534880.0,"Paulo Coelho, Alan R. Clarke",O Diário de um Mago,3.64,28283,https://images.gr-assets.com/books/1307909268m/4004.jpg
2349,2428,6614,9780786887070.0,Candace Bushnell,Lipstick Jungle,3.39,35792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2355,2434,9597,9780385333790.0,Kurt Vonnegut Jr.,Player Piano,3.85,34362,https://images.gr-assets.com/books/1488041609m/9597.jpg
2358,2438,8282,9780060885430.0,"Laura Ingalls Wilder, Garth Williams","The Long Winter (Little House, #6)",4.16,54443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2365,2446,8647,9781841492060.0,Orson Scott Card,Shadow of the Giant,3.98,37479,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2374,2455,5357,9780099481680.0,John Grisham,Skipping Christmas,3.47,39486,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2378,2459,5197,9780375702710.0,Ernest J. Gaines,A Lesson Before Dying,3.93,40651,https://images.gr-assets.com/books/1405866945m/5197.jpg
2391,2473,7668,9780606298230.0,Michael Crichton,Rising Sun,3.61,38179,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2398,2480,8732,9780141962820.0,John Steinbeck,The Red Pony,3.42,37535,https://images.gr-assets.com/books/1391231816m/8732.jpg
2400,2482,5159,9780425169700.0,Alice Hoffman,Here on Earth,3.68,38954,https://images.gr-assets.com/books/1388299278m/5159.jpg
2407,2489,9303,9780060090370.0,Marian Keyes,Lucy Sullivan is Getting Married,3.74,38473,https://images.gr-assets.com/books/1407707569m/9303.jpg
2411,2494,4135,9780446578840.0,Amy Sedaris,I Like You: Hospitality Under the Influence,3.87,34212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2416,2499,6667,9780141311400.0,"Roald Dahl, Quentin Blake",Boy: Tales of Childhood,4.09,38240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2436,2520,5167,9780446678450.0,Lalita Tademy,Cane River,4.04,38013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2442,2526,2265,9780425179610.0,"Lance Armstrong, Sally Jenkins",It's Not About the Bike: My Journey Back to Life,3.72,31963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2462,2547,5720,9780425170340.0,Tom Clancy,Rainbow Six,4.07,35278,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2473,2558,4898,9781591396190.0,"W. Chan Kim, Renée Mauborgne",Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,3.86,30665,https://images.gr-assets.com/books/1416445924m/4898.jpg
2479,2565,6709,9781577311960.0,Eckhart Tolle,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now",4.25,29256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2483,2569,9809,9780156453810.0,"Italo Calvino, William Weaver",Le città invisibili,4.19,32253,https://images.gr-assets.com/books/1468623303m/9809.jpg
2507,2594,3873,9780517223120.0,Karen Armstrong,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",3.85,32506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2509,2596,5932,9780143039970.0,"Pablo Neruda, W.S. Merwin, Cristina García",Veinte poemas de amor y una canción desesperada,4.33,31606,https://images.gr-assets.com/books/1447622711m/5932.jpg
2517,2604,6588,9780446610220.0,James Patterson,The Big Bad Wolf,3.97,37060,https://images.gr-assets.com/books/1388328154m/6588.jpg
2521,2608,6690,9780375814260.0,"Roald Dahl, Quentin Blake",Danny: The Champion of the World,4.07,39802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2522,2610,1192,9781400052580.0,Giada De Laurentiis,Everyday Italian: 125 Simple and Delicious Recipes,3.97,32751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2523,2611,6537,9780425204700.0,Patricia Cornwell,From Potter's Field,4.02,41377,https://images.gr-assets.com/books/1309209800m/6537.jpg
2533,2623,8962,9780316905720.0,Darren Shan,"Cirque Du Freak (Cirque du Freak, #1) ",4.07,38753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2542,2632,4979,9780812977360.0,Kurt Vonnegut Jr.,A Man Without a Country,4.07,29859,https://images.gr-assets.com/books/1330997432m/4979.jpg
2572,2667,9912,9780679781490.0,Bret Easton Ellis,The Rules of Attraction,3.71,29456,https://images.gr-assets.com/books/1468426907m/9912.jpg
2583,2678,105,9780441102680.0,Frank Herbert,Chapterhouse: Dune,3.89,34822,https://images.gr-assets.com/books/1260954505m/105.jpg
2585,2680,3476,9780142000200.0,Gwyn Hyman Rubio,Icy Sparks,3.68,34128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2609,2705,5344,9780321107210.0,Charles Dickens,Hard Times: For These Times,3.5,34675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2629,2725,1319,9780446691440.0,"Steven Pressfield, Robert McKee",The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,4.07,31399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2653,2749,3110,9780743260050.0,Sarah Vowell,Assassination Vacation,3.98,32176,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2658,2754,4005,9780722536540.0,Paulo Coelho,O Monte Cinco,3.61,26060,https://images.gr-assets.com/books/1358268472m/4005.jpg
2669,2765,3483,9780670037770.0,Marisha Pessl,Special Topics in Calamity Physics,3.7,29369,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2691,2787,9302,9780060731490.0,Marian Keyes,The Other Side of the Story,3.77,32185,https://images.gr-assets.com/books/1407107814m/9302.jpg
2707,2804,8953,9780439286060.0,Rodman Philbrick,Freak the Mighty,3.98,34587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2713,2810,9838,9780316159420.0,"Åsne Seierstad, Ingrid Christopherson",Bokhandleren i Kabul,3.76,30531,https://images.gr-assets.com/books/1388611939m/9838.jpg
2721,2818,4983,9780791071690.0,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",Kurt Vonnegut's Cat Cradle,4.35,27519,https://images.gr-assets.com/books/1297118346m/4983.jpg
2731,2828,4538,9780689862210.0,E.L. Konigsburg,The View from Saturday,3.74,36803,https://images.gr-assets.com/books/1476944774m/4538.jpg
2747,2844,8155,9780312353260.0,Barbara Taylor Bradford,A Woman of Substance,4.16,31309,https://images.gr-assets.com/books/1330029941m/8155.jpg
2757,2854,9298,9780060086240.0,Marian Keyes,Last Chance Saloon,3.78,32255,https://images.gr-assets.com/books/1407708818m/9298.jpg
2760,2857,7723,9781593080300.0,"Franz Kafka, Jason Baker, Donna Freed",Die Verwandlung und andere Erzählungen,4.01,29817,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2762,2859,3049,9780451528190.0,"Unknown, Burton Raffel, Neil D. Isaacs",Gawayn and þe Grene Knyȝt,3.68,36477,https://images.gr-assets.com/books/1309282183m/3049.jpg
2763,2860,4921,9780140621330.0,Jerome K. Jerome,Three Men in a Boat (To Say Nothing of the Dog),3.9,30250,https://images.gr-assets.com/books/1392791656m/4921.jpg
2765,2862,6419,9780312306340.0,Janet Evanovich,Plum Lovin',3.7,43643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2767,2864,9570,9781842431290.0,Tom Robbins,Another Roadside Attraction,3.97,25777,https://images.gr-assets.com/books/1327866271m/9570.jpg
2782,2880,2517,9780375706850.0,"Orhan Pamuk, Erdağ M. Göknar",Benim Adım Kırmızı,3.83,27314,https://images.gr-assets.com/books/1374015288m/2517.jpg
2801,2899,9595,9780385334240.0,Kurt Vonnegut Jr.,Slapstick,3.87,27371,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2804,2902,7493,9780375705240.0,Joseph J. Ellis,Founding Brothers: The Revolutionary Generation,3.92,31610,https://images.gr-assets.com/books/1388791106m/7493.jpg
2816,2915,3467,9780375828260.0,Jeanne DuPrau,The People of Sparks,3.65,40859,https://images.gr-assets.com/books/1397931991m/3467.jpg
2817,2916,5954,9780374506840.0,"Hermann Hesse, Ursule Molinaro",Narziß und Goldmund,4.19,25544,https://images.gr-assets.com/books/1374680750m/5954.jpg
2824,2923,4954,9781400033550.0,Dave Eggers,You Shall Know Our Velocity!,3.62,23985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2836,2936,3698,9780143039020.0,"Graham Greene, Robert  Stone",The Quiet American,3.96,30395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2838,2938,6541,9780425213380.0,Patricia Cornwell,Cause of Death,3.93,35742,https://images.gr-assets.com/books/1327632787m/6541.jpg
2848,2948,3465,9780446694860.0,"Nicholas Sparks, Micah Sparks",Three Weeks with My Brother,4.01,32208,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2852,2952,2159,9780452287080.0,John Perkins,Confessions of an Economic Hit Man,3.83,19726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2855,2955,4625,9780684843320.0,Ernest Hemingway,The Complete Short Stories of Ernest Hemingway,4.28,28129,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2859,2960,9594,9780099267550.0,Kurt Vonnegut Jr.,Timequake,3.71,23562,https://images.gr-assets.com/books/1405784951m/9594.jpg
2866,2967,9943,9780842300520.0,Francine Rivers,The Atonement Child,4.26,29250,https://images.gr-assets.com/books/1406513472m/9943.jpg
2867,2968,6862,9780385494240.0,Ian McEwan,Amsterdam,3.41,30469,https://images.gr-assets.com/books/1403191209m/6862.jpg
2919,3022,7039,9780349116660.0,Alexander McCall Smith,Tears of the Giraffe,3.95,35205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2922,3026,9601,9780385333510.0,Kurt Vonnegut Jr.,Bluebeard,4.02,27011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2948,3053,119,9780618212900.0,Gary Russell,The Lord of the Rings: The Art of The Fellowship of the Ring,4.59,24340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2952,3057,8252,9780060885380.0,"Laura Ingalls Wilder, Garth Williams",Farmer Boy,4.05,39863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2958,3063,4035,9780446677130.0,Scott Turow,The Burden of Proof,4.05,29103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2963,3069,3977,9780553572940.0,Dan Simmons,Endymion,4.14,30664,https://images.gr-assets.com/books/1329611385m/3977.jpg
2970,3076,4708,9780743451500.0,F. Scott Fitzgerald,The Beautiful and Damned,3.75,26597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2986,3094,5347,9780099468200.0,John Grisham,Bleachers,3.46,27719,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2996,3104,5181,9780671042580.0,Bret Lott,Jewel (Oprah's Book Club),3.64,31851,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3019,3127,4477,9780312421700.0,"Atul Gawande, Susanne Kuhlmann-Krieg",Complications: A Surgeon's Notes on an Imperfect Science,4.23,26267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3025,3133,823,9780060593090.0,Neal Stephenson,Quicksilver,3.92,27675,https://images.gr-assets.com/books/1377095669m/823.jpg
3031,3139,7805,9780141185260.0,Vladimir Nabokov,Pale Fire,4.19,26377,https://images.gr-assets.com/books/1388155863m/7805.jpg
3033,3141,5338,9780140439050.0,"Charles Dickens, Michael Slater",A Christmas Carol and Other Christmas Writings,4.13,28675,https://images.gr-assets.com/books/1388952779m/5338.jpg
3046,3154,6751,9780316156110.0,David Foster Wallace,Consider the Lobster,4.25,26551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3056,3165,6174,9780684826810.0,"Primo Levi, Stuart J. Woolf, Philip Roth",Se questo è un uomo,4.28,25625,https://images.gr-assets.com/books/1414374949m/6174.jpg
3090,3200,4796,9780143039490.0,"John Steinbeck, Susan Shillinglaw",The Winter of our Discontent,3.99,28050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3105,3215,1362,9780140449080.0,"Herodotus, Aubrey de Sélincourt, John M. Marincola",Ἰστορίαι,3.97,28870,https://images.gr-assets.com/books/1399225547m/1362.jpg
3112,3223,6870,9780099481250.0,Ian McEwan,Enduring Love,3.62,26390,https://images.gr-assets.com/books/1313656531m/6870.jpg
3126,3238,8680,9780553379330.0,Tom Robbins,Fierce Invalids Home From Hot Climates,4.01,22847,https://images.gr-assets.com/books/1327866336m/8680.jpg
3141,3253,6538,9780425192730.0,Patricia Cornwell,Portrait of a Killer: Jack The Ripper - Case Closed,3.44,28506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3159,3271,5128,9780060595180.0,Aldous Huxley,The Doors of Perception & Heaven and Hell,3.96,24213,https://images.gr-assets.com/books/1375947566m/5128.jpg
3163,3275,5180,9780425162450.0,Sheri Reynolds,The Rapture of Canaan,3.8,30267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3170,3282,4264,9781573226880.0,Nick Hornby,Fever Pitch,3.72,25374,https://images.gr-assets.com/books/1426114203m/4264.jpg
3193,3305,3061,9780395530080.0,"Kimon Nicolaides, Mamie Harmon",The Natural Way to Draw,3.88,30880,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3198,3310,67,9780061159180.0,Edward P. Jones,The Known World,3.82,26550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3231,3346,9555,9780679750540.0,"Haruki Murakami, Jay Rubin, Alfred Birnbaum",象の消滅 [Zō no shōmetsu],3.88,23950,https://images.gr-assets.com/books/1391384346m/9555.jpg
3248,3364,703,9781400079490.0,Philip Roth,The Plot Against America,3.71,26262,https://images.gr-assets.com/books/1327711853m/703.jpg
3258,3374,4820,9780670037600.0,Nathaniel Philbrick,"Mayflower: A Story of Courage, Community, and War",3.86,25752,https://images.gr-assets.com/books/1474488130m/4820.jpg
3260,3376,6462,9781400032530.0,Joseph J. Ellis,His Excellency: George Washington,3.9,27178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3264,3381,8965,9780316905720.0,Darren Shan,"The Vampire's Assistant (Cirque du Freak, #2) ",4.12,29943,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3266,3383,8765,9780307264560.0,Nora Ephron,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,3.65,29749,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3268,3385,415,9780143039940.0,Thomas Pynchon,Gravity's Rainbow,4.03,24990,https://images.gr-assets.com/books/1414969925m/415.jpg
3275,3392,3686,9780060572150.0,Ann Patchett,Truth & Beauty: A Friendship,3.94,26344,https://images.gr-assets.com/books/1410140355m/3686.jpg
3283,3401,597,9780743264460.0,Chuck Klosterman,Killing Yourself to Live: 85% of a True Story,3.85,23015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3285,3403,9589,9780425161300.0,Kurt Vonnegut Jr.,Hocus Pocus,3.81,23046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3330,3449,6748,9780316925280.0,David Foster Wallace,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,4.28,23272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3341,3460,2615,9780060522000.0,Clayton M. Christensen,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials),4.0,21997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3367,3490,9820,9780375759310.0,Wallace Stegner,Crossing to Safety,4.16,25578,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3371,3494,2095,9780553802020.0,Stephen Hawking,The Universe in a Nutshell,4.13,23596,https://images.gr-assets.com/books/1159814395m/2095.jpg
3374,3497,5296,9780486414230.0,Oscar Wilde,An Ideal Husband,4.03,29952,https://images.gr-assets.com/books/1417045098m/5296.jpg
3422,3549,10,9780439827610.0,J.K. Rowling,"Harry Potter Collection (Harry Potter, #1-6)",4.73,24618,https://images.gr-assets.com/books/1328867351m/10.jpg
3430,3557,7797,9780007169980.0,"Theo LeSieg, Roy McKie",Ten Apples Up on Top,4.11,28034,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3432,3559,4645,9780684862220.0,Ernest Hemingway,The Snows of Kilimanjaro and Other Stories,3.88,21365,https://images.gr-assets.com/books/1400889884m/4645.jpg
3436,3563,9475,9780439474290.0,Jenny Nimmo,Midnight for Charlie Bone,3.79,32917,https://images.gr-assets.com/books/1328868798m/9475.jpg
3442,3569,9827,9780385333760.0,James Clavell,King Rat,4.1,25071,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3452,3579,5182,9780140244820.0,Mary McGarry Morris,Songs in Ordinary Time,3.68,27034,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3457,3584,4701,9780385520520.0,Mark Haddon,A Spot of Bother,3.46,23676,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3462,3589,7673,9780060891560.0,Michael Crichton,Eaters of the Dead,3.64,24885,https://images.gr-assets.com/books/1388369310m/7673.jpg
3543,3675,9282,9780440235160.0,Nicholas Evans,The Smoke Jumper,4.05,25668,https://images.gr-assets.com/books/1403193693m/9282.jpg
3559,3691,9531,9780786837880.0,"Dave Barry, Ridley Pearson, Greg Call",Peter and the Shadow Thieves,4.15,29555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3567,3699,4692,9780751503890.0,Noah Gordon,The Physician,4.35,19310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3610,3743,4909,9780743243780.0,Frank McCourt,Teacher Man,3.73,23736,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3634,3771,6697,9780060759960.0,Rebecca Wells,Little Altars Everywhere,3.55,25045,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3641,3778,9646,9780156421170.0,"George Orwell, Lionel Trilling",Homage to Catalonia,4.14,22227,https://images.gr-assets.com/books/1394868278m/9646.jpg
3646,3783,6613,9780802138260.0,Candace Bushnell,Four Blondes,2.8,22278,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
