,book_id,isbn,authors,original_publication_year,original_title,image_url,average_rating
4285,18999,743455800,John le Carré,1979.0,Smiley's People,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.24
4286,11433,842356223,"Karen Kingsbury, Gary Smalley",2002.0,Redemption,https://images.gr-assets.com/books/1406514548m/11433.jpg,4.36
4287,64481,152053107,Jennifer Donnelly,2003.0,A Northern Light,https://images.gr-assets.com/books/1376507768m/64481.jpg,3.83
4288,79705,786229071,"Tim LaHaye, Jerry B. Jenkins",1999.0,Apollyon: The Destroyer Is Unleashed,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.97
4289,192893,61043575,Dorothy L. Sayers,1923.0,Whose Body?,https://images.gr-assets.com/books/1387573241m/192893.jpg,3.91
4291,737957,142003697,Ross King,2003.0,Michelangelo and the Pope's Ceiling,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.82
4292,11922,452285933,Kelley Armstrong,2002.0,Stolen,https://images.gr-assets.com/books/1300923278m/11922.jpg,4.16
4293,85306,446616494,David Baldacci,2004.0,Hour Game,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.94
4294,2277378,755328949,Louise Penny,2007.0,The Cruelest Month,https://images.gr-assets.com/books/1327970261m/2277378.jpg,4.15
4295,10444,679847596,"Noel Streatfeild, Diane Goode",1936.0,Ballet Shoes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.06
4296,93000,1423409450,Harry Gregson-Williams,2006.0,"The Chronicles of Narnia: The Lion, the Witch and The Wardrobe (Sheet Music)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.32
4297,668,451187849,"Ayn Rand, Leonard Peikoff",1936.0,We the Living,https://images.gr-assets.com/books/1306188481m/668.jpg,3.89
4298,20443207,374384711,Marie Rutkoski,2015.0,The Winner's Crime,https://images.gr-assets.com/books/1411741455m/20443207.jpg,4.17
4300,76889,802130720,E.E. Cummings,1954.0,100 Selected Poems by e. e. Cummings,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.32
4301,2202049,451223896,Jen Lancaster,2008.0,"Such a Pretty Fat: One Narcissist's Quest to Discover if Her Life Makes Her Ass Look Big, or Why Pie is Not the Answer",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.06
4302,831194,60525614,Erin Hunter,2003.0,Forest of Secrets,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.4
4303,6065182,1594488800,Sarah Waters,2009.0,The Little Stranger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.51
4304,17562900,042525674X,Patricia Briggs,2014.0,Night Broken,https://images.gr-assets.com/books/1379437095m/17562900.jpg,4.42
4305,17399160,62286927,Sara Raasch,2014.0,Snow Like Ashes,https://images.gr-assets.com/books/1392224823m/17399160.jpg,3.98
4306,17830123,147675666X,Matthew  Thomas,2014.0,We Are Not Ourselves,https://images.gr-assets.com/books/1418103690m/17830123.jpg,3.7
4307,59821,515139408,Nora Roberts,2005.0,Red Lily,https://images.gr-assets.com/books/1362364238m/59821.jpg,4.07
4308,159760,1594481881,Mary Pipher,1994.0,Reviving Ophelia: Saving the Selves of Adolescent Girls,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.86
4309,68526,60888628,Bernard Cornwell,2006.0,The Lords of the North,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.32
4310,162719,1416936491,Margaret Peterson Haddix,1999.0,Just Ella,https://images.gr-assets.com/books/1327897599m/162719.jpg,3.75
4311,16122643,,Raine Miller,2013.0,Eyes wide open,https://images.gr-assets.com/books/1360846127m/16122643.jpg,4.14
4312,18404427,081299289X,Lisa See,2014.0,China Dolls,https://images.gr-assets.com/books/1405290827m/18404427.jpg,3.58
4313,238360,1416900314,Kate Brian,2005.0,Megan Meade's Guide to the McGowan Boys,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.93
4314,911579,64430960,"Russell Hoban, Lillian Hoban",1964.0,Bread and Jam for Frances,https://images.gr-assets.com/books/1384258893m/911579.jpg,4.2
4315,9567,184243036X,Tom Robbins,1994.0,Half Asleep in Frog Pajamas,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.73
4316,15858,60988657,Gregory Maguire,2003.0,Mirror Mirror,https://images.gr-assets.com/books/1407710336m/15858.jpg,3.27
4317,21969786,1406350486,Patrick Ness,2013.0,More Than This,https://images.gr-assets.com/books/1398164413m/21969786.jpg,4.03
4318,293625,679728740,Cormac McCarthy,1973.0,Child of God,https://images.gr-assets.com/books/1320509467m/293625.jpg,3.86
4319,95621,842339760,Francine Rivers,1995.0,"As Sure as the Dawn (Mark of the Lion, #3)",https://images.gr-assets.com/books/1490993178m/95621.jpg,4.39
4320,16158596,1594205388,Max Barry,2013.0,Lexicon,https://images.gr-assets.com/books/1356080172m/16158596.jpg,3.9
4321,2804776,1400139027,"Candace Bushnell, Donna Murphy",2008.0,One Fifth Avenue,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.33
4322,20701984,1419710206,"Cece Bell, David Lasky",2014.0,El Deafo,https://images.gr-assets.com/books/1423770455m/20701984.jpg,4.13
4323,16140408,451419715,Samantha Young,2013.0,Down London Road,https://images.gr-assets.com/books/1363128044m/16140408.jpg,4.24
4324,30069,1582404879,"Robert Kirkman, Charlie Adlard",2005.0,"The Walking Dead, Vol. 3: Safety Behind Bars",https://images.gr-assets.com/books/1345769167m/30069.jpg,4.31
4325,22584,1857983416,Philip K. Dick,1974.0,"Flow My Tears, the Policeman Said",https://images.gr-assets.com/books/1398026028m/22584.jpg,3.93
4326,95622,1414315716,Francine Rivers,1998.0,The Last Sin Eater,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.06
4327,73385,743457269,Jude Deveraux,1989.0,A Knight in Shining Armor,https://images.gr-assets.com/books/1330613623m/73385.jpg,4.23
4328,7157310,1442402326,Jonathan Maberry,2010.0,Rot & Ruin,https://images.gr-assets.com/books/1264898635m/7157310.jpg,4.1
4330,1149440,786865059,Charles R. Cross,2001.0,Heavier Than Heaven: A Biography of Kurt Cobain,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.09
4331,261243,140440399,"Thucydides, Rex Warner, Moses I. Finley",-411.0,Ἱστορίαι,https://images.gr-assets.com/books/1422072332m/261243.jpg,3.87
4333,5776788,61714305,Richard Kadrey,2009.0,Sandman Slim,https://images.gr-assets.com/books/1311727590m/5776788.jpg,3.93
4334,5556466,312359322,John Hart,2009.0,The Last Child,https://images.gr-assets.com/books/1312058481m/5556466.jpg,4.09
4335,17717,811200124,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",1962.0,Labyrinths,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.46
4336,89399,316734837,Anita Shreve,1999.0,Fortune's Rocks,https://images.gr-assets.com/books/1344271150m/89399.jpg,3.86
4337,52258,393325997,Patricia Highsmith,1952.0,The Price of Salt,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.93
4338,9662386,140278404X,Colleen Houck,2011.0,Tiger's Quest,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.34
4339,6319978,045122793X,Chloe Neill,2009.0,Friday Night Bites: A Chicagoland Vampires Novel ,https://images.gr-assets.com/books/1304024900m/6319978.jpg,4.15
4340,70420,195189779,Tim Harford,2005.0,"The Undercover Economist: Exposing Why the Rich Are Rich, the Poor Are Poor--and Why You Can Never Buy a Decent Used Car!",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.79
4341,365006,1595541896,Frank E. Peretti,1995.0,The Oath,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.06
4342,2218252,61345695,Anna Godbersen,2008.0,Rumors,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.85
4343,16101018,399255370,"Drew Daywalt, Oliver Jeffers",2013.0,The Day the Crayons Quit,https://images.gr-assets.com/books/1397425766m/16101018.jpg,4.41
4344,93729,60096098,Meg Cabot,2002.0,"Princess in Waiting (The Princess Diaries, #4)",https://images.gr-assets.com/books/1493531966m/93729.jpg,3.66
4346,3181953,316037532,Kathleen Kent,2008.0,The Heretic's Daughter,https://images.gr-assets.com/books/1344269239m/3181953.jpg,3.77
4347,88077,679772871,"Thomas Mann, John E. Woods",1924.0,Der Zauberberg,https://images.gr-assets.com/books/1403170928m/88077.jpg,4.14
4348,32507,044661162X,Michael Connelly,2002.0,Chasing the Dime,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.96
4349,17234658,62278967,Claudia Gray,2014.0,A Thousand Pieces of You,https://images.gr-assets.com/books/1400166295m/17234658.jpg,3.94
4350,828084,439692393,Patricia Reilly Giff,2002.0,Pictures of Hollis Woods,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.0
4351,45245,330340328,Peter F. Hamilton,1996.0,The Reality Dysfunction,https://images.gr-assets.com/books/1331274659m/45245.jpg,4.14
4353,13537891,241144140,Zadie Smith,2012.0, NW ,https://images.gr-assets.com/books/1492591246m/13537891.jpg,3.41
4354,530848,525478116,Heather Brewer,2007.0,The Chronicles of Vladimir Tod: Eighth Grade Bites,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.92
4355,10639,60005696,Barry Schwartz,2004.0,The Paradox of Choice: Why More Is Less,https://images.gr-assets.com/books/1410138134m/10639.jpg,3.84
4356,30324,440226686,Annette Curtis Klause,1997.0,Blood and Chocolate,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.77
4357,6413193,316166316,Michael Connelly,2009.0,Nine Dragons,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.97
4358,9784,486424588,D.H. Lawrence,1920.0,Women in Love,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.66
4359,31106,670038571,Jane Green,2007.0,Second Chance,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.53
4360,889284,553278746,David Brin,1985.0,The Postman,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.87
4361,12799058,,Elin Hilderbrand,2012.0,Summerland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.85
4362,15957,1841150509,Ann Patchett,1992.0,The Patron Saint of Liars,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.76
4363,96593,60594896,"Jack Canfield, Janet Switzer",2004.0,The Success Principles,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.26
4364,13565914,,Kristen Ashley,2012.0,Knight,https://images.gr-assets.com/books/1333056159m/13565914.jpg,3.94
4365,7723797,2839906171,"Alexander Osterwalder, Yves Pigneur",2010.0,Business Model Generation,https://images.gr-assets.com/books/1384676138m/7723797.jpg,4.16
4366,10954979,393064476,Stephen Greenblatt,2011.0,The Swerve: How the World Became Modern,https://images.gr-assets.com/books/1406088245m/10954979.jpg,3.83
4367,10108,312194390,Margaret George,1986.0,"The Autobiography of Henry VIII. With Notes by His Fool, Will Somers",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.25
4368,3717,385722222,Chuck Palahniuk,2004.0,Stranger Than Fiction: True Stories,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.56
4369,570172,067003830X,Norman Doidge,2007.0,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2
4370,61181,345418417,Larry Niven,1979.0,The Ringworld Engineers ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.86
4371,7766027,316125849,Barry Lyga,2012.0,I Hunt Killers,https://images.gr-assets.com/books/1333289403m/7766027.jpg,4.02
4372,17880714,,K. Bromberg,2014.0,Crashed,https://images.gr-assets.com/books/1391008361m/17880714.jpg,4.56
4373,23398625,052542914X,J. Ryan Stradal,2015.0,Kitchens of the Great Midwest,https://images.gr-assets.com/books/1428066565m/23398625.jpg,3.77
4375,1220507,9770919403,"Alaa Al Aswany, علاء الأسواني",2007.0,شيكاجو,https://images.gr-assets.com/books/1258877751m/1220507.jpg,3.41
4376,15734464,,"James Patterson, Maxine Paetro",2013.0,12th of Never,https://images.gr-assets.com/books/1353436409m/15734464.jpg,3.99
4377,15790883,316219037,Brian  McClellan,2013.0,Promise of Blood,https://images.gr-assets.com/books/1350337505m/15790883.jpg,4.16
4378,294042,752876457,James Rollins,2006.0,Black Order,https://images.gr-assets.com/books/1305960795m/294042.jpg,4.14
4379,2199587,385341954,Karin Slaughter,2008.0,Fractured,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.18
4380,28763485,553496689,Nicola Yoon,2016.0,The Sun Is Also a Star,https://images.gr-assets.com/books/1459793538m/28763485.jpg,4.14
4381,23717678,316410985,"James Patterson, David Ellis",2015.0,The Murder House,https://images.gr-assets.com/books/1464826516m/23717678.jpg,4.05
4382,38180,1842322761,Nevil Shute,1957.0,On the Beach,https://images.gr-assets.com/books/1327943327m/38180.jpg,3.92
4383,22749994,1594205418,Nick Hornby,2014.0,Funny Girl,https://images.gr-assets.com/books/1415127744m/22749994.jpg,3.37
4384,6257535,385521383,Edward Rutherfurd,2009.0,New York,https://images.gr-assets.com/books/1320467954m/6257535.jpg,4.1
4385,20764879,765376474,"V.E. Schwab, Victoria Schwab",2016.0,A Gathering of Shadows,https://images.gr-assets.com/books/1429627728m/20764879.jpg,4.33
4386,65948,553582747,Dean Koontz,2000.0,From the Corner of His Eye,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.0
4387,9833,1400044618,"Haruki Murakami, Philip Gabriel, Jay Rubin",2006.0," めくらやなぎと、眠る女 [Mekurayanagi to, nemuru onna]",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.83
4388,2815949,1400054354,"Ina Garten, Quentin Bacon",2008.0,Barefoot Contessa Back to Basics,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.23
4389,31100,767912276,Jane Green,2002.0,To Have and to Hold ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.61
4390,80570,143036475,Koren Zailckas,2005.0,Smashed: Story of a Drunken Girlhood,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5
4391,9355,345479726,John Irving,2005.0,Until I Find You,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.61
4392,6380822,1606840576,Bree Despain,2009.0,The Dark Divine,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.81
4394,241823,345409876,Clarissa Pinkola Estés,1992.0,Women Who Run With the Wolves,https://images.gr-assets.com/books/1500974527m/241823.jpg,4.15
4396,56452,743201140,"Marcus Buckingham, Donald O. Clifton",2001.0,"Now, Discover Your Strengths",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.95
4397,2467566,1401309666,Chris Anderson,2006.0,The Long Tail: Why the Future of Business Is Selling Less of More,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.83
4398,54270,395083621,Adolf Hitler,1925.0,Mein Kampf,https://images.gr-assets.com/books/1395618385m/54270.jpg,3.13
4399,31098,670034800,Jane Green,2006.0,Swapping Lives,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.56
4400,4201106,312377029,Louise Penny,2008.0,"A Rule Against Murder (Armand Gamache, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.21
4401,12951824,1455807044,Nora Roberts,2012.0,The Perfect Hope,https://images.gr-assets.com/books/1351012631m/12951824.jpg,4.14
4402,12368985,1465341889,Aleatha Romig,2011.0,Consequences,https://images.gr-assets.com/books/1350233855m/12368985.jpg,3.97
4403,783127,684856093,Sean Covey,1997.0,The 7 Habits Of Highly Effective Teens,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.01
4404,7150174,810984253,Tom Angleberger,2010.0,The Strange Case of Origami Yoda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9
4405,33727,312932804,Jennifer Crusie,1996.0,Welcome to Temptation,https://images.gr-assets.com/books/1479663151m/33727.jpg,3.94
4406,8537327,61962783,Thanhha Lai,2011.0,Inside Out & Back Again,https://images.gr-assets.com/books/1357771743m/8537327.jpg,4.09
4407,12995284,62012010,Josephine Angelini,2012.0,Dreamless,https://images.gr-assets.com/books/1320248839m/12995284.jpg,4.2
4408,13323842,,Abbi Glines,2012.0,Predestined,https://images.gr-assets.com/books/1327068385m/13323842.jpg,4.09
4410,37875,1591840562,Guy Kawasaki,2004.0,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.82
4411,7099273,385528191,"Wes  Moore, Tavis Smiley",2010.0,"The Other Wes Moore: One Name, Two Fates",https://images.gr-assets.com/books/1320554118m/7099273.jpg,3.77
4412,86643,399154140,Ariana Franklin,2007.0,Mistress of the Art of Death,https://images.gr-assets.com/books/1435958507m/86643.jpg,3.95
4413,89284,1416938745,Tucker Max,2008.0,Assholes Finish First,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.64
4414,1429082,4063347761,"Naoko Takeuchi, 武内 直子",1991.0,美少女戦士セーラームーン,https://images.gr-assets.com/books/1308886282m/1429082.jpg,4.28
4415,73086,380782332,Susan Elizabeth Phillips,1996.0,Kiss an Angel ,https://images.gr-assets.com/books/1309115033m/73086.jpg,4.21
4416,7815744,61995037,Dan Ariely,2010.0,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,https://images.gr-assets.com/books/1268511997m/7815744.jpg,4.0
4417,12358,743243803,"Sarah Vowell, Katherine Streeter",2002.0,The Partly Cloudy Patriot,https://images.gr-assets.com/books/1430720573m/12358.jpg,3.9
4418,34898,440421217,Ruth Stiles Gannett,1948.0,My Father's Dragon (My Father's Dragon Trilogy),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.09
4419,18505832,62311077,Greg Iles,2014.0,Natchez Burning,https://images.gr-assets.com/books/1383438264m/18505832.jpg,4.12
4420,141526,876859260,Charles Bukowski,1994.0,Pulp,https://images.gr-assets.com/books/1348053445m/141526.jpg,3.68
4421,32416,385339410,Thomas Harris,2006.0,Hannibal Rising,https://images.gr-assets.com/books/1394208690m/32416.jpg,3.44
4422,238126,749934085,J.D. Robb,1996.0,Immortal in Death ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.26
4423,6696602,312599072,Sherrilyn Kenyon,2010.0,inf,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.04
4424,2149535,425222195,Laurell K. Hamilton,2007.0,"Blood Noir (Anita Blake, Vampire Hunter, #16)",https://images.gr-assets.com/books/1310494632m/2149535.jpg,3.85
4425,5933841,1594202249,Thomas Pynchon,2009.0,Inherent Vice,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.71
4426,10914,743431014,Jodi Picoult,1992.0,Songs of the Humpback Whale: A Novel in Five Voices,https://images.gr-assets.com/books/1421422550m/10914.jpg,3.19
4427,6945530,61558265,"Guillermo del Toro, Chuck Hogan",2011.0,The Night Eternal,https://images.gr-assets.com/books/1327932900m/6945530.jpg,3.67
4428,86147,394726413,Jay McInerney,1984.0,"Bright Lights, Big City",https://images.gr-assets.com/books/1399647015m/86147.jpg,3.74
4429,16158519,399159894,Nora Roberts,2013.0,Whiskey Beach,https://images.gr-assets.com/books/1357477045m/16158519.jpg,3.96
4430,14755,1416535209,Jennifer Weiner,2006.0,The Guy Not Taken: Stories,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.46
4431,1894269,1582408831,Robert Kirkman,2008.0,"The Walking Dead, Vol. 8: Made To Suffer",https://images.gr-assets.com/books/1266634689m/1894269.jpg,4.47
4432,6337006,1416580956,Kresley Cole,2010.0,Pleasure of a Dark Prince ,https://images.gr-assets.com/books/1357612049m/6337006.jpg,4.41
4433,858037,64440028,Syd Hoff,1958.0,Danny and the Dinosaur,https://images.gr-assets.com/books/1406512465m/858037.jpg,4.0
4434,51799,140449302,"Giovanni Boccaccio, G.H. McWilliam",1353.0,Il decamerone,https://images.gr-assets.com/books/1472027832m/51799.jpg,3.86
4436,25010281,316225886,Michael Connelly,2015.0,The Crossing,https://images.gr-assets.com/books/1428347007m/25010281.jpg,4.21
4437,13530981,771064861,Alice Munro,2012.0,Dear Life,https://images.gr-assets.com/books/1333579320m/13530981.jpg,3.75
4438,1767779,899197698,Eileen Christelow,1989.0,Five Little Monkeys Jumping on the Bed (The Five Little Monkeys),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.09
4439,40223,1405034149,Jacqueline Carey,2003.0,Kushiel's Avatar,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.37
4440,5787,142437883,"Jorge Luis Borges, Andrew Hurley",1947.0,El Aleph,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.39
4441,18134249,,Rachel Van Dyken,2013.0,Ruin,https://images.gr-assets.com/books/1374686324m/18134249.jpg,4.19
4442,2054,394757688,Raymond Chandler,1953.0,The Long Goodbye,https://images.gr-assets.com/books/1388225584m/2054.jpg,4.23
4443,2050,394758277,Raymond Chandler,1940.0,"Farewell, My Lovely",https://images.gr-assets.com/books/1465778099m/2050.jpg,4.17
4444,24779,805080503,Lloyd Alexander,1966.0,The Castle of Llyr,https://images.gr-assets.com/books/1405714238m/24779.jpg,4.07
4445,6289938,451228669,Rachel Caine,2009.0,Fade Out,https://images.gr-assets.com/books/1327067249m/6289938.jpg,4.2
4446,508903,425195201,Lilian Jackson Braun,1966.0,The Cat Who Could Read Backwards,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.84
4447,15993374,,Nyrae Dawn,2012.0,Charade,https://images.gr-assets.com/books/1357756816m/15993374.jpg,3.98
4448,12959086,1423163001,"Rick Riordan, Haley Riordan",2012.0,The Demigod Diaries,https://images.gr-assets.com/books/1328573978m/12959086.jpg,4.19
4449,17032328,,Courtney Cole,2013.0,If You Stay,https://images.gr-assets.com/books/1355661483m/17032328.jpg,3.94
4450,20170296,385346999,"Neil Patrick Harris, David Javerbaum, Antony Hare",2014.0,Neil Patrick Harris: Choose Your Own Autobiography,https://images.gr-assets.com/books/1400599072m/20170296.jpg,3.86
4451,128756,671011375,Kathy Reichs,1999.0,Death du Jour,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.96
4452,313631,842345523,Josh McDowell,1977.0,More Than a Carpenter,https://images.gr-assets.com/books/1439771268m/313631.jpg,4.19
4453,1137215,765318415,Cherie Priest,2009.0,Boneshaker ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5
4454,165395,553146963,Rita Mae Brown,1973.0,Rubyfruit Jungle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.88
4455,12588363,375990674,Lauren Kate,2012.0,Fallen in Love,https://images.gr-assets.com/books/1362339849m/12588363.jpg,3.77
4457,536982,1597372552,D.J. MacHale,2003.0,The Never War,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.12
4458,15566,1857238273,Terry Brooks,1992.0,The Elf Queen of Shannara ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.02
4459,201342,441006108,Brian Jacques,1990.0,Mattimeo,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.02
4460,22886612,,James S.A. Corey,2015.0,Nemesis Games,https://images.gr-assets.com/books/1407524221m/22886612.jpg,4.37
4461,845977,60927488,Marianne Williamson,1992.0,"A Return to Love: Reflections on the Principles of ""A Course in Miracles""",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.29
4462,5509321,446539759,David Baldacci,2009.0,First Family,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.98
4463,257845,1585673692,Charles Portis,1968.0,True Grit,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.12
4464,653396,449902927,Susan  Jeffers,1987.0,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,https://images.gr-assets.com/books/1363288028m/653396.jpg,4.01
4465,17792606,,Katy Evans,2013.0,Mine,https://images.gr-assets.com/books/1377178049m/17792606.jpg,4.29
4466,13538552,125000621X,Matthew Dicks,2012.0,Memoirs of an Imaginary Friend,https://images.gr-assets.com/books/1343851908m/13538552.jpg,4.1
4467,4835,670886580,"Salman Rushdie, Paul Birkbeck",1990.0,Haroun and the Sea of Stories,https://images.gr-assets.com/books/1419913148m/4835.jpg,4.01
4469,13450339,1442436646,Kresley Cole,2012.0,Poison Princess,https://images.gr-assets.com/books/1356422925m/13450339.jpg,4.14
4471,17910124,765336405,Brian Staveley,2014.0,The Emperor's Blades,https://images.gr-assets.com/books/1369246817m/17910124.jpg,4.15
4472,18723,743243315,Monica Ali,2003.0,Brick Lane,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.38
4473,18079804,670016780,Sally Green,2014.0,Half Bad,https://images.gr-assets.com/books/1413889712m/18079804.jpg,3.8
4474,53639,571203132,"Nikos Kazantzakis, Νίκος Καζαντζάκης",1946.0,Βίος και πολιτεία του Αλέξη Ζορμπά,https://images.gr-assets.com/books/1328007439m/53639.jpg,4.1
